Country,Indicator,Region,Subregion,Unit,Year,Clear,Female Firearm chart,Female Firearms,Female Other  ,Female Other chart ,Female Sharp,Female Sharp chart,Female Unknown,Female Unknown chart ,Male Firearms,Male Firearms chart,Male Other ,Male Other chart ,Male Sharp,Male Sharp chart,Male Unknown,Male Unknown chart ,Number of Records,Onlyrates,rate,Round rate and count
Norway,homicide by Unknown Mechanisms,Europe,Northern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,4,4
Sweden,homicide by Unknown Mechanisms,Europe,Northern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,4,4
United Kingdom (England and Wales),homicide by Unknown Mechanisms,Europe,Northern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,46,46
United Kingdom (Northern Ireland),homicide by Unknown Mechanisms,Europe,Northern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,7,7
United Kingdom (Scotland),homicide by Unknown Mechanisms,Europe,Northern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,2,2
United Kingdom of Great Britain and Northern Ireland,homicide by Unknown Mechanisms,Europe,Northern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,55,55
Croatia,Female homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,16,16
Italy,Female homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,46,46
Republic of North Macedonia,Female homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,2,2
Serbia,Female homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,11,11
Slovenia,Female homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Croatia,Female homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,8,8
Italy,Female homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,63,63
Republic of North Macedonia,Female homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,5,5
Serbia,Female homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,22,22
Slovenia,Female homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,2,2
Croatia,Female homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,3,3
Italy,Female homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,60,60
Republic of North Macedonia,Female homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,2,2
Serbia,Female homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,10,10
Slovenia,Female homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,2,2
Croatia,Female homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Italy,Female homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,12,12
Serbia,Female homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,9,9
Croatia,Female homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,0.7,,,,,,,,,,,,,,,1,,0.7,0.7
Italy,Female homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,0.2,,,,,,,,,,,,,,,1,,0.2,0.2
Republic of North Macedonia,Female homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,0.2,,,,,,,,,,,,,,,1,,0.2,0.2
Serbia,Female homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,0.2,,,,,,,,,,,,,,,1,,0.2,0.2
Slovenia,Female homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,0,,,,,,,,,,,,,,,1,,0,0
Croatia,Female homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,0.4,,,,,,,,,,,,,,1,,0.4,0.4
Italy,Female homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,0.2,,,,,,,,,,,,,,1,,0.2,0.2
Republic of North Macedonia,Female homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,0.5,,,,,,,,,,,,,,1,,0.5,0.5
Serbia,Female homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,0.5,,,,,,,,,,,,,,1,,0.5,0.5
Slovenia,Female homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,0.2,,,,,,,,,,,,,,1,,0.2,0.2
Croatia,Female homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,0.1,,,,,,,,,,,,1,,0.1,0.1
Italy,Female homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,0.2,,,,,,,,,,,,1,,0.2,0.2
Republic of North Macedonia,Female homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,0.2,,,,,,,,,,,,1,,0.2,0.2
Serbia,Female homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,0.2,,,,,,,,,,,,1,,0.2,0.2
Slovenia,Female homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,0.2,,,,,,,,,,,,1,,0.2,0.2
Croatia,Female homicide rate by Unknown Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,0,0,,,,,,,,,1,,0,0
Italy,Female homicide rate by Unknown Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,0,0,,,,,,,,,1,,0,0
Serbia,Female homicide rate by Unknown Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,0.2,0.2,,,,,,,,,1,,0.2,0.2
Albania,Firearms rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,1.9,1.9
Croatia,Firearms rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.9,0.9
Italy,Firearms rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.5,0.5
Malta,Firearms rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Republic of North Macedonia,Firearms rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,1.2,1.2
Serbia,Firearms rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.6,0.6
Slovenia,Firearms rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.1,0.1
Croatia,Male homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,22,22
Italy,Male homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,261,261
Republic of North Macedonia,Male homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,23,23
Serbia,Male homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,40,40
Slovenia,Male homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,3,3
Croatia,Male homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,14,14
Italy,Male homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,59,59
Republic of North Macedonia,Male homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,4,4
Serbia,Male homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,22,22
Slovenia,Male homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,2,2
Croatia,Male homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,11,11
Italy,Male homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,91,91
Republic of North Macedonia,Male homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,10,10
Serbia,Male homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,20,20
Slovenia,Male homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,3,3
Croatia,Male homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,1,1
Italy,Male homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,33,33
Serbia,Male homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,23,23
Croatia,Male homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,1,,,,,,,,1,,1,1
Italy,Male homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,0.9,,,,,,,,1,,0.9,0.9
Republic of North Macedonia,Male homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,2.2,,,,,,,,1,,2.2,2.2
Serbia,Male homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,0.9,,,,,,,,1,,0.9,0.9
Slovenia,Male homicide rate by Firearms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,0.3,,,,,,,,1,,0.3,0.3
Croatia,Male homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,0.7,,,,,,1,,0.7,0.7
Italy,Male homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,0.2,,,,,,1,,0.2,0.2
Republic of North Macedonia,Male homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,0.3,,,,,,1,,0.3,0.3
Serbia,Male homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,0.5,,,,,,1,,0.5,0.5
Slovenia,Male homicide rate by Other Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,0.2,,,,,,1,,0.2,0.2
Croatia,Male homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,0.5,,,,1,,0.5,0.5
Italy,Male homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,0.3,,,,1,,0.3,0.3
Republic of North Macedonia,Male homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,1,,,,1,,1,1
Serbia,Male homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,0.4,,,,1,,0.4,0.4
Slovenia,Male homicide rate by Sharp Objects,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,0.3,,,,1,,0.3,0.3
Croatia,Male homicide rate by Unknown Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,0,0,1,,0,0
Italy,Male homicide rate by Unknown Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,0.1,0.1,1,,0.1,0.1
Serbia,Male homicide rate by Unknown Mechanisms,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,0.5,0.5,1,,0.5,0.5
Albania,Other Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.7,0.7
Croatia,Other Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.5,0.5
Italy,Other Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.2,0.2
Malta,Other Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Republic of North Macedonia,Other Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Serbia,Other Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.5,0.5
Slovenia,Other Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.2,0.2
Albania,Sharp Objects rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.5,0.5
Croatia,Sharp Objects rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Italy,Sharp Objects rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Malta,Sharp Objects rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Republic of North Macedonia,Sharp Objects rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.6,0.6
Serbia,Sharp Objects rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Slovenia,Sharp Objects rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.2,0.2
Albania,Unknown Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,0,0,0
Croatia,Unknown Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,0,0,0
Italy,Unknown Mechanism rate,Europe,Southern Europe,Rate,2006,1,,,,,,,,,,,,,,,,,1,0.1,0.1,0.1
Malta,Unknown Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,0,0,0
Republic of North Macedonia,Unknown Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,0,0,0
Serbia,Unknown Mechanism rate,Europe,Southern Europe,Rate,2006,1,,,,,,,,,,,,,,,,,1,0.3,0.3,0.3
Slovenia,Unknown Mechanism rate,Europe,Southern Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,0,0,0
Albania,homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,59,59
Croatia,homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,37,37
Italy,homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,307,307
Malta,homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Republic of North Macedonia,homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,25,25
Serbia,homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,51,51
Slovenia,homicide by Firearms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,3,3
Albania,homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,21,21
Croatia,homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,22,22
Italy,homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,122,122
Malta,homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Republic of North Macedonia,homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,9,9
Serbia,homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,43,43
Slovenia,homicide by Other Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,4,4
Albania,homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,15,15
Croatia,homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,14,14
Italy,homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,151,151
Malta,homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Republic of North Macedonia,homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,12,12
Serbia,homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,30,30
Slovenia,homicide by Sharp Objects,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,5,5
Albania,homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Croatia,homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,1,1
Italy,homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,45,45
Malta,homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Republic of North Macedonia,homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Serbia,homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,32,32
Slovenia,homicide by Unknown Mechanisms,Europe,Southern Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Austria,Female homicide by Firearms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,4,4
Netherlands,Female homicide by Firearms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,6,6
Austria,Female homicide by Other Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,11,11
Netherlands,Female homicide by Other Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,19,19
Austria,Female homicide by Sharp Objects,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,15,15
Netherlands,Female homicide by Sharp Objects,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,19,19
Netherlands,Female homicide by Unknown Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,5,5
Austria,Female homicide rate by Firearms,Europe,Western Europe,Rate,2006,0,,0.1,,,,,,,,,,,,,,,1,,0.1,0.1
Netherlands,Female homicide rate by Firearms,Europe,Western Europe,Rate,2006,0,,0.1,,,,,,,,,,,,,,,1,,0.1,0.1
Austria,Female homicide rate by Other Mechanisms,Europe,Western Europe,Rate,2006,0,,,0.3,,,,,,,,,,,,,,1,,0.3,0.3
Netherlands,Female homicide rate by Other Mechanisms,Europe,Western Europe,Rate,2006,0,,,0.2,,,,,,,,,,,,,,1,,0.2,0.2
Austria,Female homicide rate by Sharp Objects,Europe,Western Europe,Rate,2006,0,,,,,0.3,,,,,,,,,,,,1,,0.3,0.3
Netherlands,Female homicide rate by Sharp Objects,Europe,Western Europe,Rate,2006,0,,,,,0.2,,,,,,,,,,,,1,,0.2,0.2
Netherlands,Female homicide rate by Unknown Mechanisms,Europe,Western Europe,Rate,2006,0,,,,,,,0.1,0.1,,,,,,,,,1,,0.1,0.1
Austria,Firearms rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.1,0.1
Belgium,Firearms rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Germany,Firearms rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.1,0.1
Liechtenstein,Firearms rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,Firearms rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.2,0.2
Austria,Male homicide by Firearms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,5,5
Netherlands,Male homicide by Firearms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,25,25
Austria,Male homicide by Other Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,9,9
Netherlands,Male homicide by Other Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,21,21
Austria,Male homicide by Sharp Objects,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,17,17
Netherlands,Male homicide by Sharp Objects,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,27,27
Netherlands,Male homicide by Unknown Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,7,7
Austria,Male homicide rate by Firearms,Europe,Western Europe,Rate,2006,0,,,,,,,,,0.1,,,,,,,,1,,0.1,0.1
Netherlands,Male homicide rate by Firearms,Europe,Western Europe,Rate,2006,0,,,,,,,,,0.3,,,,,,,,1,,0.3,0.3
Austria,Male homicide rate by Other Mechanisms,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,0.2,,,,,,1,,0.2,0.2
Netherlands,Male homicide rate by Other Mechanisms,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,0.3,,,,,,1,,0.3,0.3
Austria,Male homicide rate by Sharp Objects,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,0.4,,,,1,,0.4,0.4
Netherlands,Male homicide rate by Sharp Objects,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,0.3,,,,1,,0.3,0.3
Netherlands,Male homicide rate by Unknown Mechanisms,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,0.1,0.1,1,,0.1,0.1
Austria,Other Mechanism rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.2,0.2
Belgium,Other Mechanism rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.8,0.8
Germany,Other Mechanism rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,Other Mechanism rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.2,0.2
Austria,Sharp Objects rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Belgium,Sharp Objects rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.5,0.5
Germany,Sharp Objects rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Liechtenstein,Sharp Objects rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,Sharp Objects rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Austria,Unknown Mechanism rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,0,0,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,Rate,2006,1,,,,,,,,,,,,,,,,,1,0.4,0.4,0.4
Germany,Unknown Mechanism rate,Europe,Western Europe,Rate,2006,1,,,,,,,,,,,,,,,,,1,0.1,0.1,0.1
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,Rate,2006,0,,,,,,,,,,,,,,,,,1,0,0,0
Netherlands,Unknown Mechanism rate,Europe,Western Europe,Rate,2006,1,,,,,,,,,,,,,,,,,1,0.1,0.1,0.1
Austria,homicide by Firearms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,9,9
Belgium,homicide by Firearms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,47,47
Germany,homicide by Firearms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,109,109
Liechtenstein,homicide by Firearms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,homicide by Firearms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,31,31
Austria,homicide by Other Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,20,20
Belgium,homicide by Other Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,82,82
Germany,homicide by Other Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,324,324
Liechtenstein,homicide by Other Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,homicide by Other Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,40,40
Austria,homicide by Sharp Objects,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,32,32
Belgium,homicide by Sharp Objects,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,53,53
Germany,homicide by Sharp Objects,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,295,295
Liechtenstein,homicide by Sharp Objects,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,homicide by Sharp Objects,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,46,46
Austria,homicide by Unknown Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Belgium,homicide by Unknown Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,39,39
Germany,homicide by Unknown Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,80,80
Liechtenstein,homicide by Unknown Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,homicide by Unknown Mechanisms,Europe,Western Europe,Count,2006,0,,,,,,,,,,,,,,,,,1,,12,12
Belarus,Female homicide by Firearms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,5,5
Bulgaria,Female homicide by Firearms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,4,4
Czechia,Female homicide by Firearms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,6,6
Poland,Female homicide by Firearms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,8,8
Republic of Moldova,Female homicide by Firearms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,4,4
Romania,Female homicide by Firearms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,3,3
Bulgaria,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,12,12
Czechia,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,22,22
Poland,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,65,65
Republic of Moldova,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,60,60
Romania,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,57,57
Belarus,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,95,95
Bulgaria,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,6,6
Czechia,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,21,21
Poland,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,33,33
Republic of Moldova,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2007,0,,,,,,,,,,,,,,,,,1,,15,15
